,comment,status
5386,"Even at off peak hours, it took 20 minutes to get our order. The food was fine but unexciting.",0
5387,"Long lines, but worth the wait!  Love anything with Rick Bayless.  Best Sandwich Ever.",1
5388,"Best mexican food, the burritos are big and tasteful, dont forget to ask for the taco pibil!!!",1
5389,Really good food. I want to try everything on the menu.,1
5390,Food was great despite being packed in around lunch time (understandable),1
5391,The food is amazing,1
5392,Short ribs tacos ❤️,1
5393,Great Breakfast!  Don't forget to add a side of  churros.,1
5394,Amazing !! :) Whenever you feel home sick that's a place to go !! Great food and good prices !!,1
5395,Just try the churros with chocolate dipping sauce. Worth the wait.,1
5396,Definitely a place worth visiting at least once to get terrific sandwiches--tortas.,1
5397,The hot chocolate alone is worth coming here. Chef Bayless knows Mexican street food and that's evident in Xoco.,1
5398,"Omg
Prolly my fave mexican spot with awesome
Different concept foods..",1
5399,sandwihes are great especially considering thats what they specialize in.  you cant order from the phone which sucks but the wait isnt too bad,1
5400,Different but great food. Loved the feel. Thanks Michelle for the find.,1
5401,Amazing breakfast. Best  huevos rancheros I've ever had.,1
5402,Delicious food but space is small and hard to find a sit.,1
5403,Brutal wait times for delivery and pick up. Find somewhere else to eat.,0
5404,"Quick, casual, well made, fresh and flavorful food.  Modestly priced.",1
5405,"Must do if downtown for lunch. Everyone was getting the same thing, but I got something else and it was fire. That being said I will be back for you thing that everyone else was getting. I will be back for you.",1
5406,Best tacos ive ever had and they were fast and very friendly,1
5407,Great food!! Great service a must go to place if visiting Chicago!!,1
5408,Legit hispanic/Latino food. None of that fake over prized stuff in downtown ahem (Frontera grill) 😝,1
5409,Churros and horchata is what I come to get from here... They offer so much more though!,1
5410,Great meals.,1
5411,Best tortilla soup ever,1
5412,Great food and the churros are delicious,1
5413,"Come for the goat barbacoa, stay for the churros.",1
5414,The portion size has shrunk by at least 1/3. Still very good though.,1
5415,Great food by Rick Bayless as usual. Love the tortas.,1
5416,"Certain items are good, others need more spices. Prices sorta high.",1
5417,My favorite Rick Bayless joint. I would live off the Torta Ahogada if I could.,1
5418,"Really great tacos, staff could be a bit more helpful and friendly",1
5419,Best tortas in town.  Worth the wait.  Always delicious,1
5420,Had the chicken torta and my wife had the milanesa. It was quite delightful,1
5421,One of the best tasting spots in river north...awesome for the price,1
5422,"Really lived up to the hype, best torta ever! Holy hell the bacon",1
5423,"This place has great music, great service, great food and GREAT dessert. A must try!",1
5424,We were regulars here.. Quality of food have gone down significantly.,0
5425,Great tacos al pastor and churros with ice cream and chocolate,1
5426,"Good food, well prepared, but an unconventional and confusing ordering system.",1
5427,"This place was delicious, they recommended a perfect wine to go with my meal!",1
5428,Always smells great when I'm picking up food for Caviar,1
5429,One of my favorite causal spots for a sandwich in Chicago!,1
5430,Bayless for less.  Tortes are awesome.  Make sure to get a Churrios and hot coco,1
5431,Great food and the tortas is great nice place to eat outside,1
5432,Food is great. The line service is kind of...weird. But worth the wait!,1
5433,Great flavors in every bite. Friendly staff. Great atmosphere.,1
5434,Ingredients abound with zest and flavor! A must stop for a Mexican twist on the ordinary!,1
5435,Short rib tacos and a churro were delicious,1
5436,"Delicious food, great service!",1
5437,A perfect little spot for comfort Mexican food! One of my faves!,1
5438,Great for getting tacos. A little pricey but great flavor,1
5439,Great Mexican food but parking in the area is not too good.,1
5440,Freshly prepared food with locally grown foods. Very tasty too.,1
5441,"Not the best. I guess I expected something great based on the reviews, but it just didn't come through.",0
5442,"Incredible food, great service, dope atmosphere!",1
5443,Great food. Slightly confusing seating/ordering policy.,1
5444,"Fresh churro + your choice of five drinking chocolates
Fast, casual, and unpretentious.",1
5445,Great food and drinks. Seating n customer service is Ok,1
5446,Good quality food and margaritas were awesome,1
5447,Good lord these are amazing tacos. Try the short rib variety.,1
5448,Quick friendly service and great food!! Save room for the desserts.,1
5449,"Such a refreshing menu, everything we ordered was great.",1
5450,Love the sandwich in a soup dish,1
5451,it's a worth mexican . I was there three time for breakfast and lunch  in a five days visit to chicago,1
5452,If you're there on a Wednesday get the cochinita pibil torta and you won't be upset with the stranger who gave you advice on Google.,1
5453,"Not my favorite of Bayless' restaurants, but still tasty.",1
5454,"Nice staff, good pozole.  A good place for quick bite.",1
5455,"I love the tres leches, the cubano sandwich and the chicharron!",1
5456,It's a Rick Bayless place.  It's better than 98% of the mexican establishments in town.,1
5457,Love the atmosphere and food.  I visit XOCO every time I'm in Chicago!,1
5458,Great food and service. Cozy spot with very helpful servers.,1
5459,Lots of flavor and spice in their colorful dishes.,1
5460,"The ahogada sandwich!!!! And the hot chocolate. Get them, you won't regret it.",1
5461,Delicious Mexican style food too bad its not authentic.,1
5462,"excellent food, but it's a bit chaotic with ordering, getting food",1
5463,Great food! Good takeout spot or to eat in.,1
5464,Really good food... Crowd handled well by employees.,1
5465,"Delicious food, delicious chocolate and super friendly staff.",1
5466,"Goat torta is great, rest are alright. Definitely a buy!",1
5467,"Delicious sandwiches, authentic chocolate and coffee bevs.",1
5468,Soooo yummy! Had the best experience!,1
5469,Very good food but a bit pricey,1
5470,Yum! Hot chocolate dipped churros were delicious!,1
5471,"Best Mexican food in River North!! Cheap, accessible, and great food!!",1
5472,"Loved the environment, cozy and warm. And of course the food was amazing",1
5473,It is a little expensive but the food is really good,1
5474,"Great comfort food and nice, refreshing drinks.",1
5475,"Food was ok, waiting time for take out seemed far too long",1
5476,The goat barbacoa special on Saturday is absolutely amazing,1
5477,"A bit pricey, but everything tastes so fresh it's worth it.",1
5478,xoco this is a very good restaraunt! check it out if you want to have a good time! thanks!,1
5479,"Great food, service and reasonable prices",1
5480,Excellent breakfast options available and great Orange juice,1
5481,The Food was good. It took a long time to receive our order.,1
5482,Delicious and convenient. Fast-casual counter service and take-out.,1
5483,Best tortas in Chicago . Rick Bayless can do no wrong.,1
5484,"Authentic mexian food, worth going to. Might be spicy, be aware!",1
5485,We love their sandwiches always great.,1
5486,One of the best tortas I've ever had,1
5487,Got carryouts.  Food was good.  Seemed very busy.,1
5488,Always amazing. Try the short rib tacos!,1
5489,Delicious fresh mexicaan food! Come hungry leave happy.,1
5490,Great food and a unique dining experience. A must try!,1
5491,Great place for authentic Mexican street food.,1
5492,Great food. A bit loud inside and cramped,1
5493,Churros are delicious!!!,1
5494,We’re still talking about how good this soup was!,1
5495,Food is decent but service was doubtful. Good location though.,1
5496,"HEAVEN ON EARTH
milanesa is the best sandwich of my life",1
5497,Best torta I've ever had. Go here now!,1
5498,"Great food, great service!!",1
